n,chol_fun,t_min,t_median,t_mean,t_max
16,cholesky_blas,1.0,1.0776340110905729,1.415436229205175,53.29574861367838
16,cholesky_blas_pivoted,2.0794824399260627,2.695009242144178,3.156532347504622,56.377079482439925
16,chol_classic,1.6950092421441774,1.8484288354898335,2.031343807763403,20.410351201478743
16,chol_genz,4.621072088724585,4.929759704251387,5.248454713493532,43.284658040665434
16,chol_rowmax,2.465804066543438,2.696857670979667,2.9966728280961212,24.800369685767098
32,cholesky_blas,1.0,1.2003491924923613,1.3586189436927103,6.71104321257093
32,cholesky_blas_pivoted,1.8734177215189871,2.5098210388476647,2.6720816237450897,16.40462680052379
32,chol_classic,1.964207769532955,2.0187690964644256,2.1792562199912693,7.656918376254909
32,chol_genz,3.655608904408555,3.8192928852029677,4.16297904845046,16.604975993016147
32,chol_rowmax,2.1641204714098645,2.254910519423832,2.4411890004364905,7.7293758184199035
64,cholesky_blas,1.0,1.0995394969890186,1.3209245483528167,167.0688983351045
64,cholesky_blas_pivoted,1.6936769394261426,1.8154445625221396,2.7507435352461918,815.7139567835635
64,chol_classic,1.4058625575628765,2.22874601487779,2.3753095111583424,46.23848742472547
64,chol_genz,2.590329436769394,2.6973963868225295,2.769334927382217,5.062522139567836
64,chol_rowmax,1.5054906128232377,1.5608395324123274,1.6152852461919942,6.390984767977329
128,cholesky_blas,1.0,1.897112495325054,1.924145213499955,26.98572368166519
128,cholesky_blas_pivoted,1.0666486117021963,1.119298177738229,1.2281721153970162,29.82669813389046
128,chol_classic,0.9151158741826905,0.9978591970699372,1.0299154382842626,3.5277079222604817
128,chol_genz,1.524458028655808,1.5513212365071383,1.5971967862163243,3.577681484633936
128,chol_rowmax,0.9452031828323082,0.9607820378896326,0.9896635715299003,2.4325840523078113
256,cholesky_blas,1.0,1.1392727272727274,1.2700286545454544,13.27248290909091
256,cholesky_blas_pivoted,3.6092101818181823,3.7054545454545456,3.8304353687272727,18.023517090909092
256,chol_classic,1.3449716363636364,1.3865454545454545,1.4355057803636364,6.024482909090909
256,chol_genz,3.777943272727273,4.0956363636363635,4.105494778181818,5.370664727272728
256,chol_rowmax,2.7483636363636363,3.0630312727272733,3.0702340130909094,5.642181818181818
512,cholesky_blas,1.0,1.070645245656641,1.190756972165141,10.700604520829442
512,cholesky_blas_pivoted,5.296842891836353,5.381436951242294,5.5456455251260985,10.11264711376798
512,chol_classic,0.9024218195404446,0.9441434709508687,0.971956740519335,3.098573510181207
512,chol_genz,5.383212404259294,5.5046702783485895,5.563702166261908,10.538389688025406
512,chol_rowmax,4.3282884363908085,4.439441808331777,4.491851426863441,8.603213151503828
1024,cholesky_blas,1.0,1.05054500027264,1.321411723028568,28.100950185185447
1024,cholesky_blas_pivoted,5.807318355379886,5.947942022764737,6.235669226569393,13.185884870440098
1024,chol_classic,0.7628528764913056,0.8351929941319494,0.8737353980333572,5.688620707493684
1024,chol_genz,6.401271480882347,6.4923772665817525,6.5733416961560565,20.841066986937054
1024,chol_rowmax,5.496651771670333,5.5850772969216855,5.662489826335342,18.44515567741241
2048,cholesky_blas,1.0,1.1037419169470888,1.2149703162217433,6.224725723080519
2048,cholesky_blas_pivoted,7.726774872217203,7.878463841951318,7.981773775558916,12.153194827252038
2048,chol_classic,0.8170635535584568,0.8911948994444807,1.0033357421158386,8.761276481253377
2048,chol_genz,6.207659096269492,6.261287027438492,6.324930606754286,12.445156793142125
2048,chol_rowmax,5.31753628358815,5.36244516527358,5.433304110446319,11.011467581026958
4096,cholesky_blas,1.0,1.0208822831063427,1.032826027773117,1.7592925959649852
4096,cholesky_blas_pivoted,7.154787558362517,7.504343315894099,7.507510319318007,8.369543501933263
4096,chol_classic,0.8442929961148383,1.0337830828665653,1.0740584406620297,2.4558199187311858
4096,chol_genz,5.081552010181041,5.124158308706431,5.13943448281547,6.1413026592645314
4096,chol_rowmax,4.304744231000124,4.332553293797714,4.3480259976644176,6.918758527631781
