method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
pnorm_sparse32,0.7382587790489197,NaN,0.7382587790489197,0.7382587790489197,0.7382587790489197,0.7382587790489197,0.0019016292644664645,512,24576,fixed_spd
tlr,0.7401460478584575,NaN,0.7401460478584575,0.7401460478584575,0.7401460478584575,0.7401460478584575,0.0007314794488334807,512,24576,fixed_spd
pnorm,0.7392660702499169,NaN,0.7392660702499169,0.7392660702499169,0.7392660702499169,0.7392660702499169,0.0008171414437697579,512,245760,fixed_spd
pnorm32,0.7386556267738342,NaN,0.7386556267738342,0.7386556267738342,0.7386556267738342,0.7386556267738342,0.0010595695348456502,512,245760,fixed_spd
pnorm_sparse,0.7392660702499168,NaN,0.7392660702499168,0.7392660702499168,0.7392660702499168,0.7392660702499168,0.0008171414437697434,512,245760,fixed_spd
pnorm_sparse32,0.7386558651924133,NaN,0.7386558651924133,0.7386558651924133,0.7386558651924133,0.7386558651924133,0.0010595964267849922,512,245760,fixed_spd
tlr,0.7389010648231642,NaN,0.7389010648231642,0.7389010648231642,0.7389010648231642,0.7389010648231642,0.0002822397217896432,512,245760,fixed_spd
pnorm,0.77257930317442,NaN,0.77257930317442,0.77257930317442,0.77257930317442,0.77257930317442,0.001975574821183183,1024,24576,fixed_spd
pnorm32,0.7740378379821777,NaN,0.7740378379821777,0.7740378379821777,0.7740378379821777,0.7740378379821777,0.0015233330195769668,1024,24576,fixed_spd
pnorm_sparse,0.7725793031744193,NaN,0.7725793031744193,0.7725793031744193,0.7725793031744193,0.7725793031744193,0.0019755748211831713,1024,24576,fixed_spd
pnorm_sparse32,0.7740380167961121,NaN,0.7740380167961121,0.7740380167961121,0.7740380167961121,0.7740380167961121,0.001523343613371253,1024,24576,fixed_spd
tlr,0.7730126602764847,NaN,0.7730126602764847,0.7730126602764847,0.7730126602764847,0.7730126602764847,0.0008864547902479899,1024,24576,fixed_spd
pnorm,0.7735622177903885,NaN,0.7735622177903885,0.7735622177903885,0.7735622177903885,0.7735622177903885,0.0006039479707475212,1024,245760,fixed_spd
pnorm32,0.7733304500579834,NaN,0.7733304500579834,0.7733304500579834,0.7733304500579834,0.7733304500579834,0.0008013674523681402,1024,245760,fixed_spd
pnorm_sparse,0.7735622177903877,NaN,0.7735622177903877,0.7735622177903877,0.7735622177903877,0.7735622177903877,0.0006039479707474561,1024,245760,fixed_spd
pnorm_sparse32,0.7733306884765625,NaN,0.7733306884765625,0.7733306884765625,0.7733306884765625,0.7733306884765625,0.0008013907936401665,1024,245760,fixed_spd
tlr,0.7739959584038889,NaN,0.7739959584038889,0.7739959584038889,0.7739959584038889,0.7739959584038889,0.00027456853950420947,1024,245760,fixed_spd
