method,median,min,max,Q1,Q3,n,n_pts,matrix
pnorm_sparse32,0.0922734575,0.044880011,0.152285724,0.077087884,0.10697923299999999,1024,24576,mattern_cov2
pnorm_sparse,0.3538330515,0.240588705,0.477146061,0.31689637049999997,0.38755667675,1024,245760,mattern_cov2
pnorm_sparse32,0.26916526900000004,0.1676983,0.435715795,0.23420530575,0.30323909325000004,1024,245760,mattern_cov2
pnorm_sparse,0.218057851,0.12390821,0.353158152,0.17317294774999997,0.28247371975,2048,24576,mattern_cov2
pnorm_sparse32,0.139360027,0.072044241,0.291350699,0.10077252275,0.21844690675,2048,24576,mattern_cov2
pnorm_sparse,0.681358058,0.489751614,0.850287961,0.593155838,0.71092144875,2048,245760,mattern_cov2
pnorm_sparse32,0.49702203450000004,0.32915298,0.649959801,0.432848009,0.57645083275,2048,245760,mattern_cov2
pnorm_sparse,0.5318610960000001,0.44386057,0.871397609,0.4910253805,0.6034821760000001,4096,24576,mattern_cov2
pnorm_sparse32,0.32157086,0.21317097,0.59900463,0.2681240785,0.422648748,4096,24576,mattern_cov2
pnorm_sparse,1.3387732350000001,1.087084555,1.775250452,1.211413484,1.4492862692500001,4096,245760,mattern_cov2
pnorm_sparse32,0.8750838725000001,0.738628059,1.408529613,0.80533226825,0.97811978525,4096,245760,mattern_cov2
pnorm_sparse,0.0119101135,0.011223467,0.074296062,0.01170088775,0.013420966749999999,256,24576,fixed_dense
pnorm_sparse32,0.007259936,0.006863661,0.06327646,0.00716227075,0.007426898,256,24576,fixed_dense
pnorm_sparse,0.0875263365,0.084853739,0.276971171,0.08679543025,0.08981932275,256,245760,fixed_dense
pnorm_sparse32,0.06626480800000001,0.038792767,0.245914539,0.04420743425,0.0960916255,256,245760,fixed_dense
pnorm_sparse,0.055295862,0.048202321,0.112526593,0.05296372075,0.06937272975,512,24576,fixed_dense
pnorm_sparse32,0.0438390105,0.038522602,0.09849202,0.040911959500000004,0.04794819,512,24576,fixed_dense
pnorm_sparse,0.22703499300000002,0.184377929,0.367169606,0.20778110025000002,0.2492595085,512,245760,fixed_dense
pnorm_sparse32,0.1529616425,0.134957224,0.269726377,0.14712101449999998,0.170224512,512,245760,fixed_dense
pnorm_sparse,0.14222689,0.091200038,0.24584208,0.12295655775,0.17237645675000002,1024,24576,fixed_dense
pnorm_sparse32,0.112381384,0.065793074,0.170924202,0.106918373,0.1278896725,1024,24576,fixed_dense
pnorm_sparse,0.5438089269999999,0.448035309,0.763135554,0.49937419375000003,0.5923108957500001,1024,245760,fixed_dense
pnorm_sparse32,0.3520812775,0.291666075,0.510817637,0.32930775700000003,0.38542417025000003,1024,245760,fixed_dense
pnorm_sparse,0.35209959700000004,0.248442722,0.55668603,0.32316287099999996,0.44115135375000003,2048,24576,fixed_dense
pnorm_sparse32,0.230080325,0.146532409,0.389843213,0.19822011525,0.29385055299999996,2048,24576,fixed_dense
pnorm_sparse,1.4515719310000001,1.323207871,2.151898721,1.403002166,1.56080970875,2048,245760,fixed_dense
pnorm_sparse32,0.94149027,0.854045477,1.470426859,0.8973452832500001,1.02819093275,2048,245760,fixed_dense
pnorm_sparse,1.1693901420000001,0.959699801,1.612407642,1.0612874365,1.2355928520000001,4096,24576,fixed_dense
pnorm_sparse32,0.5777225205000001,0.528297655,0.899177512,0.5558607035,0.696290625,4096,24576,fixed_dense
pnorm_sparse,5.9770015260000005,5.453633593,7.329708079,5.825645070999999,6.23453922925,4096,245760,fixed_dense
pnorm_sparse32,2.7359273665,2.485360363,3.511672005,2.659482122,2.9293823989999996,4096,245760,fixed_dense
