method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
tlr,0.25000007323360907,2.599098806055024e-9,0.2500000676516902,0.2500000811189816,0.2500000716274353,0.25000007452767414,2.362654782454345e-9,2048,24576,mattern_cov2
pnorm,0.2500000730684838,1.501330387174643e-10,0.25000007276804237,0.2500000733975028,0.2500000729606864,0.2500000731720626,4.2244184347676033e-10,2048,245760,mattern_cov2
pnorm32,0.250011682510376,2.3170121092976316e-8,0.2500116527080536,0.25001174211502075,0.2500116527080536,0.25001171231269836,6.120460518843629e-8,2048,245760,mattern_cov2
pnorm_sparse,0.2500000730733314,3.2332691416385875e-11,0.25000007296691207,0.25000007314834277,0.25000007305292005,0.25000007308873345,9.193947188741435e-11,2048,245760,mattern_cov2
pnorm_sparse32,0.2500046491622925,4.748291757211208e-8,0.25000452995300293,0.25000473856925964,0.2500046193599701,0.25000467896461487,9.729535108249365e-8,2048,245760,mattern_cov2
tlr,0.25000007300857663,6.345925715846038e-10,0.25000007149567294,0.25000007430553084,0.25000007242758165,0.25000007345427533,5.715768734624505e-10,2048,245760,mattern_cov2
pnorm,0.2500674125601319,1.4999537788955178e-6,0.2500631568786807,0.2500704618562354,0.250066474638568,0.25006845581562087,4.187332632921138e-6,4096,24576,mattern_cov2
pnorm32,0.2500641494989395,4.714233229818189e-6,0.2500535547733307,0.25007787346839905,0.2500613182783127,0.2500673830509186,1.6053992685556294e-5,4096,24576,mattern_cov2
pnorm_sparse,0.25006728027909403,4.2909977188586926e-7,0.2500660790741996,0.25006865153165775,0.25006710201276483,0.2500675452166141,1.0995637377874976e-6,4096,24576,mattern_cov2
pnorm_sparse32,0.2500673681497574,1.7726385685611698e-6,0.2500622272491455,0.25007256865501404,0.2500660717487335,0.2500683218240738,5.613745481696242e-6,4096,24576,mattern_cov2
tlr,0.2500670262633252,2.677414636234911e-6,0.2500594332373113,0.2500729179845902,0.2500653257519178,0.2500688370729143,2.6556384183095815e-6,4096,24576,mattern_cov2
pnorm,0.2500672488596145,2.658805005523837e-7,0.2500667086007779,0.2500678795307037,0.2500670346608553,0.2500674341308367,6.714005943563976e-7,4096,245760,mattern_cov2
pnorm32,0.25006768107414246,2.460251383745932e-5,0.24999786913394928,0.2501235902309418,0.2500484883785248,0.25008080899715424,7.444771967129782e-5,4096,245760,mattern_cov2
