method,median,min,max,Q1,Q3,n,n_pts,matrix
pnorm32,1.8507451879999999,1.730968096,2.42357387,1.79564058375,2.06889556725,4096,245760,mattern_cov2
pnorm_sparse,1.1953412724999999,1.136618867,1.508761617,1.1790282747499998,1.2135415755,4096,245760,mattern_cov2
pnorm_sparse32,0.7777011005000001,0.719153011,1.048095376,0.768695267,0.7939626467500001,4096,245760,mattern_cov2
tlr,413.3325000000041,399.61900000000605,449.82200000001467,409.81449999999677,419.3552500000078,4096,245760,mattern_cov2
pnorm,0.011115479000000001,0.009436914,0.147392191,0.0098639755,0.030148911,256,24576,fixed_dense
pnorm32,0.008069406500000001,0.007300199,0.067552018,0.00759153775,0.02843429675,256,24576,fixed_dense
pnorm_sparse,0.18411855100000002,0.0179211,0.282947529,0.1830101985,0.1877529255,256,24576,fixed_dense
pnorm_sparse32,0.182095505,0.177818544,0.226737865,0.1795862345,0.18393805424999998,256,24576,fixed_dense
tlr,1.1234999999869615,1.0760000000009313,1.445000000006985,1.1099999999860302,1.1394999999902211,256,24576,fixed_dense
pnorm,0.07194097599999999,0.069675385,0.141964041,0.07133065825,0.0736482985,256,245760,fixed_dense
pnorm32,0.09024646650000001,0.038148585,0.263250142,0.058389345499999995,0.15627779325,256,245760,fixed_dense
pnorm_sparse,0.1826781425,0.157598723,0.227644735,0.17456831875,0.21319573575,256,245760,fixed_dense
pnorm_sparse32,0.1859833275,0.181457961,0.236638485,0.18516258324999998,0.18880973950000002,256,245760,fixed_dense
tlr,13.605999999999767,13.432000000000698,13.956000000005588,13.56375000000844,13.708250000010594,256,245760,fixed_dense
pnorm,0.0451782515,0.026683018,0.059883606,0.04500339799999999,0.045464376,512,24576,fixed_dense
pnorm32,0.0389922865,0.031346814,0.199395441,0.032629504999999996,0.03967758,512,24576,fixed_dense
pnorm_sparse,0.1811884265,0.178828466,0.244313944,0.18026282475,0.1888759035,512,24576,fixed_dense
pnorm_sparse32,0.182270263,0.180290212,0.244567732,0.181710573,0.18351852725,512,24576,fixed_dense
tlr,2.404999999998836,2.290999999997439,3.5019999999785796,2.3550000000032014,2.638250000003609,512,24576,fixed_dense
pnorm,0.20902933,0.130388205,0.318143665,0.1423088485,0.22189757725000003,512,245760,fixed_dense
pnorm32,0.0986837925,0.095664438,0.16312728,0.09720649799999999,0.10097592849999999,512,245760,fixed_dense
pnorm_sparse,0.258918288,0.210157339,0.625133808,0.234611939,0.27258794249999996,512,245760,fixed_dense
pnorm_sparse32,0.1646710965,0.144519519,0.212234564,0.151678869,0.18846431725,512,245760,fixed_dense
tlr,29.66150000001653,28.801000000006752,31.14999999999418,29.267999999989115,30.149000000012165,512,245760,fixed_dense
pnorm,0.147684792,0.09001473,0.345191316,0.10914193675,0.15581159025,1024,24576,fixed_dense
pnorm32,0.0894758785,0.055845157,0.192120262,0.07517917375,0.1245883145,1024,24576,fixed_dense
pnorm_sparse,0.175361085,0.129129647,0.299372505,0.14552906575,0.18902557775,1024,24576,fixed_dense
pnorm_sparse32,0.168941381,0.151128556,0.241978109,0.1619303295,0.1964927435,1024,24576,fixed_dense
tlr,7.027999999991152,5.402999999991152,9.081000000005588,6.442000000010012,7.600749999990512,1024,24576,fixed_dense
pnorm,0.4081072475,0.315744809,0.630526901,0.3622841445,0.45315049124999995,1024,245760,fixed_dense
pnorm32,0.2598430725,0.207748098,0.42597666,0.23430212375,0.28226198775,1024,245760,fixed_dense
pnorm_sparse,0.5436039345,0.51422627,0.790910777,0.5327463699999999,0.5534067282499999,1024,245760,fixed_dense
pnorm_sparse32,0.3861987375,0.320237649,0.490573621,0.37039955425000004,0.41727280425,1024,245760,fixed_dense
tlr,65.35349999999744,63.445999999996275,69.79700000002049,64.65900000000693,66.82025000000431,1024,245760,fixed_dense
pnorm,0.343189324,0.273249778,0.474313963,0.31816540775,0.38091107500000004,2048,24576,fixed_dense
pnorm32,0.22436258199999998,0.17686411,0.30501957,0.2101680125,0.264408884,2048,24576,fixed_dense
pnorm_sparse,0.3496172915,0.285968074,0.50544613,0.33725247724999996,0.36811672549999996,2048,24576,fixed_dense
