name,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10
ACN,-0.8237505668089529,-1.3462826404702288,-1.7357863077605522,-2.043776722506639,-2.2884071588369004,-2.466120528560785,-2.6204846688135905,-2.8149785623949124,-2.8859421324699475,-3.051577496429759
NOVOBN.MX,-1.7455892420688885,-1.8759527762171104,-2.1092098672341004,-2.258780231220862,-2.4395422638528848,-2.4395422638528848,-2.7753221111333195,-2.7753221111333195,-3.115194701335741,-3.115194701335741
KLAC,-0.5782682298735898,-0.9864695764843655,-1.2955317060901255,-1.550091994581097,-1.7588364524288607,-1.9664816191061734,-2.1506569335814425,-2.3006751181912235,-2.4796305340295475,-2.6413291991609484
TXN,-0.634009958171334,-1.0937878831084131,-1.4619574604039165,-1.7428603822822153,-1.993703818263053,-2.2354755556681742,-2.3774277410396354,-2.6170298751918515,-2.8139479831547503,-2.961789141910216
SPGI,-0.8187883614098677,-1.4000692475119656,-1.7941200767861403,-2.0405988435047373,-2.2744442853386224,-2.4554858393650236,-2.5832502800030572,-2.758243671798118,-2.8800482509373944,-2.9323172371449133
BSX,-0.6811217368961632,-1.2243270597179927,-1.6330325539576431,-1.9018154188317928,-2.1391828885120803,-2.322861892455491,-2.5521838702359307,-2.741435159375291,-2.8346314809778623,-2.9323172371449133
TD,-0.9188792395366928,-1.5153514008130666,-1.9232984805079496,-2.2401638513710274,-2.471421344323008,-2.7099735383976475,-2.9323172371449133,-3.029837028801329,-3.169068054888483,-3.233360977747898
SU,-0.6052130175008215,-1.08407844317371,-1.4653138999030122,-1.7883995014827254,-2.0626097876164935,-2.2354755556681742,-2.4477462211583094,-2.5726168960788374,-2.6672960131867987,-2.794402495947033
PFE,-0.8252372902084101,-1.4399907690526257,-1.9018154188317928,-2.2401638513710274,-2.4880103093564743,-2.741435159375291,-2.8800482509373944,-3.0699424590340376,-3.233360977747898,-3.233360977747898
ULVR.L,-0.9668169701158081,-1.599539334112191,-2.0707712809035153,-2.350726932522966,-2.598309935247104,-2.7621666639549405,-2.9977446080610166,-3.119231132123314,-3.3180081737032414,-3.6134015746996266
DHR,-0.8563521419160463,-1.4292632572588888,-1.9065138116229907,-2.254532061700739,-2.542354039142762,-2.8139479831547503,-2.8346314809778623,-2.994082558905509,-3.115691259587702,-3.426366522732482
IBE.MC,-0.9436184027297464,-1.5406223855079553,-1.9421477591523841,-2.243548519604136,-2.440246322372755,-2.636079814198096,-2.8866262919850394,-3.000448713729622,-3.17513295906343,-3.2393218517645708
APP,-0.3733865619914056,-0.6254960049724371,-0.8537402175672395,-1.0837379306738362,-1.279151014920482,-1.5277191697587056,-1.689418592252035,-1.8631066886690064,-2.031600729176697,-2.236539457140855
