Ticker,Holding name,% of market value,Sector,Region,Market value,Shares,yticker
CSNA3,Cia Siderurgica Nacional SA,0.0005%,Basic Materials,BR,"US$280,059.14","177,300",CSNA3F.SA
1508,China Reinsurance Group Corp,0.0005%,Financials,HK,"US$275,996.71","1,343,000",150840.KQ
3923,Rakus Co Ltd,0.0005%,Technology,JP,"US$275,523.23","34,800",3923.T
SRE*,Sempra,0.0005%,Utilities,MX,"US$275,122.05","2,904",SREEL.NS
HAPV3,Hapvida Participacoes e Investimentos S/A,0.0005%,Health Care,BR,"US$271,634.53","102,936",HAPV3F.SA
7240,NOK Corp,0.0005%,Consumer Discretionary,JP,"US$269,197.05","15,100",7240.T
2127,Nihon M&A Center Holdings Inc,0.0005%,Financials,JP,"US$269,794.94","57,500",2127.T
RGN,Region RE Ltd,0.0005%,Real Estate,AU,"US$271,318.17","173,105",RGNX
HART,Hartalega Holdings Bhd,0.0005%,Health Care,MY,"US$268,433.15","1,109,300",HIG
PSSA3,Porto Seguro SA,0.0005%,Financials,BR,"US$267,603.12","30,300",PSSA3.SA
2206,Ezaki Glico Co Ltd,0.0005%,Consumer Staples,JP,"US$264,338.35","7,500",2206.T
1797,East Buy Holding Ltd,0.0005%,Consumer Discretionary,HK,"US$266,851.62","106,000",1797.HK
VAPORES,Cia Sud Americana de Vapores SA,0.0005%,Industrials,CL,"US$267,255.53","5,127,034",VAPORES.SN
008770,Hotel Shilla Co Ltd,0.0005%,Consumer Discretionary,KR,"US$267,341.31","8,641",008770.KS
1199,COSCO SHIPPING Ports Ltd,0.0005%,Industrials,HK,"US$258,939.58","360,000",1199.HK
6103,OKUMA Corp,0.0005%,Industrials,JP,"US$260,570.33","10,800",6103.T
4208,UBE Corp,0.0005%,Basic Materials,JP,"US$260,310.80","16,200",4208.T
INKP,Indah Kiat Pulp & Paper Tbk PT,0.0005%,Basic Materials,ID,"US$257,691.53","489,100",INKP.JK
3292,AEON REIT Investment Corp,0.0005%,Real Estate,JP,"US$259,520.67",298,3292.T
TAEE11,Transmissora Alianca de Energia Eletrica S/A,0.0005%,Utilities,BR,"US$254,936.37","31,300",TAEE11.SA
TU/F,Thai Union Group PCL,0.0005%,Consumer Staples,TH,"US$255,114.15","631,800",SHPP.L
9449,GMO internet group Inc,0.0005%,Technology,JP,"US$257,033.00","10,000",9449.T
17,New World Development Co Ltd,0.0005%,Real Estate,HK,"US$255,847.85","289,946",AV.L
1414,SHO-BOND Holdings Co Ltd,0.0005%,Industrials,JP,"US$252,768.98","7,800",1414.T
002287,Tibet Cheezheng Tibetan Medicine Co Ltd,0.0005%,Health Care,CN,"US$256,015.45","73,240",002287.SZ
601992,BBMG Corp,0.0005%,Industrials,CN,"US$256,997.72","1,062,400",601992.SS
1951,Jinxin Fertility Group Ltd,0.0005%,Health Care,HK,"US$247,883.91","807,500",1951.T
002466,Tianqi Lithium Corp,0.0005%,Basic Materials,CN,"US$250,668.91","32,200",002466.SZ
RBK,RBL Bank Ltd,0.0005%,Financials,IN,"US$251,044.60","71,880",RBKB
ARABIAND,Arabian Drilling Co,0.0005%,Energy,SA,"US$247,629.25","10,125",2381.SR
4118,Kaneka Corp,0.0005%,Basic Materials,JP,"US$250,374.88","8,900",4118.T
002127,NanJi E-Commerce Co Ltd,0.0005%,Technology,CN,"US$247,403.08","485,800",002127.SZ
CENCOMAL,Cencosud Shopping SA,0.0005%,Real Estate,CL,"US$250,446.55","96,530",CENCOMALLS.SN
601377,Industrial Securities Co Ltd,0.0005%,Financials,CN,"US$247,433.81","258,360",601377.SS
GMAT3,Grupo Mateus SA,0.0005%,Consumer Discretionary,BR,"US$244,634.30","256,300",GMAT3F.SA
,Sodexo SA,0.0005%,Consumer Discretionary,FR,"US$243,962.28","4,616",SW.VI
2593,Ito En Ltd,0.0005%,Consumer Staples,JP,"US$243,372.00","11,700",2593.T
2689,Nine Dragons Paper Holdings Ltd,0.0005%,Basic Materials,HK,"US$243,598.44","302,000",2689.T
551,Yue Yuen Industrial Holdings Ltd,0.0005%,Consumer Discretionary,HK,"US$246,149.94","116,500",5515.TW
CUERVO*,Becle SAB de CV,0.0005%,Consumer Staples,MX,"US$243,942.86","202,900",CUERVO.MX
002252,Shanghai RAAS Blood Products Co Ltd,0.0005%,Health Care,CN,"US$245,543.40","261,800",002252.SZ
220,Uni-President China Holdings Ltd,0.0005%,Consumer Staples,HK,"US$246,945.13","232,200",220100.KQ
CLAS,CapitaLand Ascott Trust,0.0005%,Real Estate,SG,"US$245,361.45","336,275",GDK=F
002050,Zhejiang Sanhua Intelligent Controls Co Ltd,0.0005%,Industrials,CN,"US$246,949.78","40,616",002050.SZ
CPFE3,CPFL Energia SA,0.0005%,Utilities,BR,"US$245,529.46","26,900",CPFE3.SA
5301,Tokai Carbon Co Ltd,0.0005%,Basic Materials,JP,"US$241,766.10","36,700",5301.KL
600926,Bank of Hangzhou Co Ltd,0.0005%,Financials,CN,"US$241,052.35","109,300",600926.SS
000921,Hisense Home Appliances Group Co Ltd,0.0005%,Consumer Discretionary,CN,"US$239,728.39","63,900",000921.SZ
2229,Calbee Inc,0.0005%,Consumer Staples,JP,"US$240,251.84","12,600",2229.T
2386,Sinopec Engineering Group Co Ltd,0.0005%,Industrials,HK,"US$239,316.82","253,500",238670.KS
4681,Resorttrust Inc,0.0005%,Consumer Discretionary,JP,"US$239,307.91","19,200",4681.T
639,Shougang Fushan Resources Group Ltd,0.0005%,Energy,HK,"US$239,180.95","639,920",6395.T
696,TravelSky Technology Ltd,0.0005%,Technology,HK,"US$236,686.96","175,000",6961.TWO
600104,SAIC Motor Corp Ltd,0.0005%,Consumer Discretionary,CN,"US$235,277.80","111,100",600104.SS
9507,Shikoku Electric Power Co Inc,0.0005%,Utilities,JP,"US$236,378.08","23,600",9507.T
7282,Toyoda Gosei Co Ltd,0.0005%,Consumer Discretionary,JP,"US$233,348.29","10,200",7282.T
300014,Eve Energy Co Ltd,0.0005%,Industrials,CN,"US$235,253.62","23,288",300014.SZ
2357,AviChina Industry & Technology Co Ltd,0.0005%,Industrials,HK,"US$232,732.22","467,000",2357.TW
6951,Jeol Ltd,0.0005%,Industrials,JP,"US$234,891.38","7,600",6951.TW
002044,Meinian Onehealth Healthcare Holdings Co Ltd,0.0005%,Health Care,CN,"US$235,450.10","311,100",002044.SZ
6078,Hygeia Healthcare Holdings Co Ltd,0.0005%,Health Care,HK,"US$233,814.67","144,018",6078.T
002673,Western Securities Co Ltd,0.0005%,Financials,CN,"US$231,672.88","204,200",002673.SZ
,SEB SA,0.0004%,,FR,"US$227,298.82","4,020",GRB.DU
6412,Heiwa Corp,0.0004%,Consumer Discretionary,JP,"US$231,320.73","17,600",6412.T
2451,Transcend Information Inc,0.0004%,Technology,TW,"US$227,401.62","39,000",2451.HK
002001,Zhejiang NHU Co Ltd,0.0004%,Consumer Staples,CN,"US$228,950.82","66,384",002001.SZ
377300,Kakaopay Corp,0.0004%,Industrials,KR,"US$229,340.77","6,800",377300.KS
RYM,Ryman Healthcare Ltd,0.0004%,Health Care,NZ,"US$226,581.27","135,638",RYM
601009,Bank of Nanjing Co Ltd,0.0004%,Financials,CN,"US$228,651.92","139,700",601009.SS
601212,Baiyin Nonferrous Group Co Ltd,0.0004%,Basic Materials,CN,"US$222,024.49","319,000",601212.SS
139130,DGB Financial Group Inc,0.0004%,Financials,KR,"US$224,080.17","23,045",139130.KS
683,Kerry Properties Ltd,0.0004%,Real Estate,HK,"US$224,301.27","83,000",6831.HK
9696,Tianqi Lithium Corp,0.0004%,Basic Materials,HK,"US$222,712.70","35,200",9696.HK
603986,GigaDevice Semiconductor Inc,0.0004%,Technology,CN,"US$221,581.42","7,716",603986.SS
2810,House Foods Group Inc,0.0004%,Consumer Staples,JP,"US$217,504.65","11,600",2810.T
601100,Jiangsu Hengli Hydraulic Co Ltd,0.0004%,Industrials,CN,"US$220,571.60","15,392",601100.SS
2498,HTC Corp,0.0004%,Telecommunications,TW,"US$216,447.35","136,000",2498.T
601866,COSCO SHIPPING Development Co Ltd,0.0004%,Industrials,CN,"US$218,608.99","608,400",601866.SS
139480,E-MART Inc,0.0004%,Consumer Discretionary,KR,"US$219,554.48","4,129",139480.KS
FPE,FUCHS SE,0.0004%,Basic Materials,DE,"US$216,983.39","6,120",FPE
303,VTech Holdings Ltd,0.0004%,Telecommunications,HK,"US$217,325.58","26,900",3035.TW
2670,ABC-Mart Inc,0.0004%,Consumer Discretionary,JP,"US$219,177.83","12,600",2670.T
MULT3,Multiplan Empreendimentos Imobiliarios SA,0.0004%,Real Estate,BR,"US$216,897.77","38,426",MULT3.SA
OR/F,PTT Oil & Retail Business PCL,0.0004%,Energy,TH,"US$220,310.61","525,400",OFNZ.XC
9003,Sotetsu Holdings Inc,0.0004%,Consumer Discretionary,JP,"US$218,885.61","12,300",9003.T
9989,Shenzhen Hepalink Pharmaceutical Group Co Ltd,0.0004%,Health Care,HK,"US$216,289.05","313,000",9989.HK
152,Shenzhen International Holdings Ltd,0.0004%,Industrials,HK,"US$216,149.04","195,000",1523.HK
ABMB,Alliance Bank Malaysia Bhd,0.0004%,Financials,MY,"US$216,074.86","193,694",2488.KL
000425,XCMG Construction Machinery Co Ltd,0.0004%,Industrials,CN,"US$215,044.10","147,300",000425.SZ
1128,Wynn Macau Ltd,0.0004%,Consumer Discretionary,HK,"US$215,379.16","256,400",1128.HK
000999,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,0.0004%,Health Care,CN,"US$213,631.47","53,742",000999.SZ
3406,Genius Electronic Optical Co Ltd,0.0004%,Technology,TW,"US$213,637.09","15,000",3406.TW
2201,Morinaga & Co Ltd/Japan,0.0004%,Consumer Staples,JP,"US$215,584.75","12,600",220100.KQ
2039,China International Marine Containers Group Co Ltd,0.0004%,Industrials,HK,"US$214,218.75","205,650",2039.T
659,CTF Services Ltd,0.0004%,Industrials,HK,"US$214,190.30","220,000",6590.TWO
AVIA,Avia Avian Tbk PT,0.0004%,Industrials,ID,"US$213,351.07","7,724,700",ACHR
000895,Henan Shuanghui Investment & Development Co Ltd,0.0004%,Consumer Staples,CN,"US$208,468.58","54,600",000895.SZ
8876,Relo Group Inc,0.0004%,Real Estate,JP,"US$206,613.26","18,800",8876.T
QAMC,Qatar Aluminum Manufacturing Co,0.0004%,Basic Materials,QA,"US$208,193.69","494,477",QAMC.QA
688180,Shanghai Junshi Biosciences Co Ltd,0.0004%,Health Care,CN,"US$209,559.54","39,929",688180.SS
YACCO,Yamama Cement Co,0.0004%,Industrials,SA,"US$205,590.05","33,244",3020.SR
TOP/F,Thai Oil PCL,0.0004%,Energy,TH,"US$209,597.76","192,800",001373.SZ
LTTS,L&T Technology Services Ltd,0.0004%,Industrials,IN,"US$204,179.72","4,113",LTTS.NS
600252,Guangxi Wuzhou Zhongheng Group Co Ltd,0.0004%,Health Care,CN,"US$202,373.76","493,300",600252.SS
204320,HL Mando Co Ltd,0.0004%,Consumer Discretionary,KR,"US$204,949.38","6,468",204320.KS
DWNI,Deutsche Wohnen SE,0.0004%,Real Estate,DE,"US$202,020.42","7,985",DWNI.DE
605117,Ningbo Deye Technology Co Ltd,0.0004%,Industrials,CN,"US$202,129.03","17,640",605117.SS
4206,Aica Kogyo Co Ltd,0.0004%,Basic Materials,JP,"US$201,207.31","8,800",4206.T
881,Zhongsheng Group Holdings Ltd,0.0004%,Consumer Discretionary,HK,"US$201,543.88","134,000",8818.T
4686,Justsystems Corp,0.0004%,Technology,JP,"US$200,531.88","6,100",4686.T
688002,Raytron Technology Co Ltd,0.0004%,Technology,CN,"US$203,013.71","18,858",688002.SS
HWA,Honeywell Automation India Ltd,0.0004%,Industrials,IN,"US$201,414.85",509,HWAUF
817,China Jinmao Holdings Group Ltd,0.0004%,Real Estate,HK,"US$202,419.85","1,142,000",8174.T
STARHEAL,Star Health & Allied Insurance Co Ltd,0.0004%,Financials,IN,"US$203,984.62","37,393",STARHEALTH.NS
200625,Chongqing Changan Automobile Co Ltd,0.0004%,Consumer Discretionary,CN,"US$201,060.39","365,742",200625.SZ
2238,Guangzhou Automobile Group Co Ltd,0.0004%,Consumer Discretionary,HK,"US$203,554.25","382,800",2238.HK
300144,Songcheng Performance Development Co Ltd,0.0004%,Consumer Discretionary,CN,"US$203,396.54","182,000",300144.SZ
ASTOR,Astor Transformator Enerji Turizm Insaat Ve Petrol Sanayi Ticaret AS,0.0004%,Industrials,TR,"US$201,690.43","94,573",Y73.F
STRS,Strauss Group Ltd,0.0004%,Consumer Staples,IL,"US$203,950.19","6,776",STRS
SADAFCO,Saudia Dairy & Foodstuff Co,0.0004%,Consumer Staples,SA,"US$204,742.01","3,203",2270.SR
2201,Yulon Motor Co Ltd,0.0004%,Consumer Discretionary,TW,"US$200,721.70","176,214",220100.KQ
8976,Daiwa Office Investment Corp,0.0004%,Real Estate,JP,"US$200,205.06",82,8976.T
8572,Acom Co Ltd,0.0004%,Financials,JP,"US$199,983.98","65,700",8572.T
CMIN3,CSN Mineracao SA,0.0004%,Basic Materials,BR,"US$197,780.36","195,700",CMIN3.SA
ALVO,Alvotech SA,0.0004%,Health Care,IS,"US$197,683.77","38,892",ALVO
14,Hysan Development Co Ltd,0.0004%,Real Estate,HK,"US$198,011.71","87,000",GSK.L
6753,Sharp Corp/Japan,0.0004%,Technology,JP,"US$197,057.03","39,500",6753.T
001979,China Merchants Shekou Industrial Zone Holdings Co Ltd,0.0004%,Real Estate,CN,"US$198,065.06","151,200",001979.SZ
8570,AEON Financial Service Co Ltd,0.0004%,Financials,JP,"US$199,701.38","19,900",8570.T
TBIG,PT Tower Bersama Infrastructure Tbk,0.0004%,Telecommunications,ID,"US$197,071.35","1,653,513",TBIG.JK
754,Hopson Development Holdings Ltd,0.0004%,Real Estate,HK,"US$197,190.51","506,682",7545.T
PGAS,Perusahaan Gas Negara Tbk PT,0.0004%,Utilities,ID,"US$195,726.81","1,806,000",PGAS.JK
BRSAN,Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret AS,0.0004%,Basic Materials,TR,"US$195,244.59","18,734",BRSAN.IS
600010,Inner Mongolia BaoTou Steel Union Co Ltd,0.0004%,Basic Materials,CN,"US$199,825.86","581,300",600010.SS
10,Hang Lung Group Ltd,0.0004%,Real Estate,HK,"US$192,725.03","96,000",NQ=F
DRR,Deterra Royalties Ltd,0.0004%,Basic Materials,AU,"US$191,549.98","72,120",DRR.AX
,Sodexo SA,0.0004%,Consumer Discretionary,FR,"US$193,806.25","3,667",SW.VI
600018,Shanghai International Port Group Co Ltd,0.0004%,Industrials,CN,"US$190,356.42","246,000",600018.SS
KTC/F,Krungthai Card PCL,0.0004%,Financials,TH,"US$184,685.51","218,200",KRTA.F
3320,China Resources Pharmaceutical Group Ltd,0.0004%,Health Care,HK,"US$187,647.71","305,000",3320.T
002429,Shenzhen MTC Co Ltd,0.0004%,Consumer Discretionary,CN,"US$187,885.33","207,200",002429.SZ
293,Cathay Pacific Airways Ltd,0.0004%,Consumer Discretionary,HK,"US$188,274.85","121,545",2938.T
001450,Hyundai Marine & Fire Insurance Co Ltd,0.0004%,Financials,KR,"US$187,392.34","9,171",001450.KS
MANYAVAR,Vedant Fashions Ltd,0.0004%,Consumer Discretionary,IN,"US$187,664.90","27,602",MANYAVAR.NS
4587,PeptiDream Inc,0.0004%,Health Care,JP,"US$189,349.57","16,600",4587.T
4812,Dentsu Soken Inc,0.0004%,Technology,JP,"US$187,311.76","3,700",4812.T
002230,Iflytek Co Ltd,0.0004%,Technology,CN,"US$180,736.32","25,800",002230.SZ
NIC,National Industrialization Co,0.0004%,Basic Materials,SA,"US$183,119.15","68,765",NIC
3549,Kusuri no Aoki Holdings Co Ltd,0.0004%,Consumer Staples,JP,"US$180,311.44","7,200",3549.T
300458,All Winner Technology Co Ltd,0.0004%,Technology,CN,"US$183,124.12","30,836",300458.SZ
ARI,African Rainbow Minerals Ltd,0.0004%,Basic Materials,ZA,"US$183,504.05","17,533",ARI
2222,Kotobuki Spirits Co Ltd,0.0004%,Consumer Staples,JP,"US$182,910.93","15,500",2222.SR
1722,Taiwan Fertilizer Co Ltd,0.0004%,Basic Materials,TW,"US$183,670.54","122,000",1722.HK
MONDE,Monde Nissin Corp,0.0004%,Consumer Staples,PH,"US$181,242.32","1,739,600",MDLZ
603799,Zhejiang Huayou Cobalt Co Ltd,0.0003%,Basic Materials,CN,"US$176,246.05","20,150",603799.SS
KIO,Kumba Iron Ore Ltd,0.0003%,Basic Materials,ZA,"US$179,103.90","9,174",KIO
097950,CJ CheilJedang Corp,0.0003%,Consumer Staples,KR,"US$176,073.16","1,236",097950.KS
002353,Yantai Jereh Oilfield Services Group Co Ltd,0.0003%,Energy,CN,"US$177,218.12","22,200",002353.SZ
002311,Guangdong Haid Group Co Ltd,0.0003%,Consumer Staples,CN,"US$174,450.24","22,100",002311.SZ
3918,NagaCorp Ltd,0.0003%,Consumer Discretionary,HK,"US$178,870.11","273,061",3918.T
600160,Zhejiang Juhua Co Ltd,0.0003%,Basic Materials,CN,"US$175,448.97","37,000",600160.SS
SK,SEB SA,0.0003%,Consumer Discretionary,FR,"US$175,449.81","3,103",SWKS
APPC,Advanced Petrochemical Co,0.0003%,Basic Materials,SA,"US$174,400.66","20,652",APPCF
002064,Huafon Chemical Co Ltd,0.0003%,Basic Materials,CN,"US$175,981.16","132,200",002064.SZ
MFG,Magellan Financial Group Ltd,0.0003%,Financials,AU,"US$169,593.43","27,193",MFG
MYOR,Mayora Indah Tbk PT,0.0003%,Consumer Staples,ID,"US$174,203.66","1,330,900",MYOR.JK
900934,Shanghai Jinjiang International Hotels Co Ltd,0.0003%,Consumer Discretionary,CN,"US$169,945.50","127,300",900934.SS
TKA,Telekom Austria AG,0.0003%,Telecommunications,AT,"US$169,784.89","16,401",TKA.DE
1618,Metallurgical Corp of China Ltd,0.0003%,Industrials,HK,"US$174,199.80","625,000",1618.TW
002736,Guosen Securities Co Ltd,0.0003%,Financials,CN,"US$173,986.80","94,900",002736.SZ
UNVR,Unilever Indonesia Tbk PT,0.0003%,Consumer Staples,ID,"US$168,145.30","1,077,100",UNVR.JK
000028,China National Accord Medicines Corp Ltd,0.0003%,Consumer Staples,CN,"US$166,548.30","47,320",000028.SZ
601169,Bank of Beijing Co Ltd,0.0003%,Financials,CN,"US$167,291.61","208,200",601169.SS
600893,AECC Aviation Power Co Ltd,0.0003%,Industrials,CN,"US$166,204.03","31,600",600893.SS
383220,F&F Co Ltd / New,0.0003%,Consumer Discretionary,KR,"US$168,831.47","3,420",383220.KS
ENRG,Energix-Renewable Energies Ltd,0.0003%,Utilities,IL,"US$165,493.79","37,889",ENRG.L
8424,Fuyo General Lease Co Ltd,0.0003%,Consumer Discretionary,JP,"US$168,834.35","6,300",8424.T
HPHT,Hutchison Port Holdings Trust,0.0003%,Industrials,SG,"US$164,178.00","781,800",HPHTF
2204,China Motor Corp,0.0003%,Consumer Discretionary,TW,"US$164,079.02","85,400",2204.TW
165,China Everbright Ltd,0.0003%,Financials,HK,"US$167,647.97","146,000",1653.HK
DFI,DFI Retail Group Holdings Ltd,0.0003%,Consumer Staples,SG,"US$164,432.00","47,800",DFIN
601229,Bank of Shanghai Co Ltd,0.0003%,Financials,CN,"US$159,473.19","114,100",601229.SS
ILCO,Israel Corp Ltd,0.0003%,Basic Materials,IL,"US$162,501.47",589,ILC-GBP
TPG,TPG Telecom Ltd,0.0003%,Telecommunications,AU,"US$159,332.33","64,789",TPG
2296,Itoham Yonekyu Holdings Inc,0.0003%,Consumer Staples,JP,"US$162,127.52","4,400",229640.KS
SEERA,Seera Group Holding,0.0003%,Consumer Discretionary,SA,"US$161,302.25","21,337",1810.SR
068760,Celltrion Pharm Inc,0.0003%,Health Care,KR,"US$160,953.05","3,824",068760.KQ
AWL,Adani Wilmar Ltd,0.0003%,Consumer Staples,IN,"US$163,031.23","56,304",AWL.BO
,SEB SA,0.0003%,,FR,"US$161,031.60","2,848",GRB.DU
000998,Yuan Longping High-tech Agriculture Co Ltd,0.0003%,Consumer Staples,CN,"US$159,942.28","116,800",000998.SZ
600584,JCET Group Co Ltd,0.0003%,Technology,CN,"US$162,050.80","31,900",600584.SS
SITES1,Operadora De Sites Mexicanos SAB de CV,0.0003%,Telecommunications,MX,"US$153,766.62","188,970",SITES1A-1.MX
011170,Lotte Chemical Corp,0.0003%,Industrials,KR,"US$155,873.25","3,175",011170.KS
NEOE3,Neoenergia SA,0.0003%,Utilities,BR,"US$154,101.47","25,500",NEOE3.SA
SPEN,Shapir Engineering and Industry Ltd,0.0003%,Industrials,IL,"US$148,956.97","16,551",SPENCERS.NS
363,Shanghai Industrial Holdings Ltd,0.0003%,Real Estate,HK,"US$149,157.42","76,000",3631.TWO
6099,China Merchants Securities Co Ltd,0.0003%,Financials,HK,"US$150,928.25","80,100",6099.T
601607,Shanghai Pharmaceuticals Holding Co Ltd,0.0003%,Health Care,CN,"US$148,648.67","59,000",601607.SS
,Sodexo SA,0.0003%,Consumer Discretionary,FR,"US$150,256.66","2,843",SW.VI
ARPT,Airport City Ltd,0.0003%,Real Estate,IL,"US$144,215.55","7,683",ARPT.TA
SNT,Santam Ltd,0.0003%,Financials,ZA,"US$147,655.29","6,049",SNT
1579,Yihai International Holding Ltd,0.0003%,Consumer Staples,HK,"US$145,168.00","91,000",1579.HK
603077,Sichuan Hebang Biotechnology Co Ltd,0.0003%,Basic Materials,CN,"US$146,847.83","474,000",603077.SS
EXTRA,United Electronics Co,0.0003%,Consumer Discretionary,SA,"US$144,104.28","6,000",EXR
600612,Lao Feng Xiang Co Ltd,0.0003%,Consumer Discretionary,CN,"US$148,133.74","23,400",600612.SS
PETROR,Rabigh Refining & Petrochemical Co,0.0003%,Energy,SA,"US$147,272.65","72,600",RECV3.SA
601939,China Construction Bank Corp,0.0003%,Financials,CN,"US$144,989.85","106,100",601939.SS
600256,Guanghui Energy Co Ltd,0.0003%,Energy,CN,"US$141,675.92","200,300",600256.SS
TOWR,Sarana Menara Nusantara Tbk PT,0.0003%,Telecommunications,ID,"US$139,929.69","4,276,200",TOWR.JK
002709,Guangzhou Tinci Materials Technology Co Ltd,0.0003%,Basic Materials,CN,"US$138,882.01","23,800",002709.SZ
600015,Huaxia Bank Co Ltd,0.0003%,Financials,CN,"US$138,816.66","141,600",600015.SS
LH-R,Land & Houses PCL,0.0003%,Real Estate,TH,"US$142,935.24","1,314,800",RMIF
2186,Luye Pharma Group Ltd,0.0003%,Health Care,HK,"US$139,251.95","352,000",2186.HK
TOPG,Top Glove Corp Bhd,0.0003%,Health Care,MY,"US$140,404.45","975,162",MODG
880,SJM Holdings Ltd,0.0003%,Consumer Discretionary,HK,"US$141,318.59","407,500",8804.T
004370,NongShim Co Ltd,0.0003%,Consumer Staples,KR,"US$137,992.04",454,004370.KS
2607,Fuji Oil Holdings Inc,0.0003%,Consumer Staples,JP,"US$138,724.77","6,000",2607.HK
263750,Pearl Abyss Corp,0.0003%,Consumer Discretionary,KR,"US$139,644.48","5,681",263750.KQ
000581,Weifu High-Technology Group Co Ltd,0.0003%,Consumer Discretionary,CN,"US$139,290.28","48,600",000581.SZ
302440,SK Bioscience Co Ltd,0.0003%,Health Care,KR,"US$135,672.53","3,641",302440.KS
AMOT,Amot Investments Ltd,0.0003%,Real Estate,IL,"US$132,989.61","17,832",AOV.AX
002939,China Great Wall Securities Co Ltd,0.0003%,Financials,CN,"US$135,877.32","95,100",002939.SZ
CSTRL,Castrol India Ltd,0.0003%,Energy,IN,"US$137,379.31","63,918",CASTROLIND.BO
006360,GS Engineering & Construction Corp,0.0003%,Industrials,KR,"US$133,104.57","10,132",006360.KS
7947,FP Corp,0.0003%,Industrials,JP,"US$135,306.63","7,800",7947.T
002110,Sansteel Minguang Co Ltd Fujian,0.0003%,Basic Materials,CN,"US$137,301.44","222,100",002110.SZ
GUJGA,Gujarat Gas Ltd,0.0003%,Utilities,IN,"US$134,141.16","30,288",GUJGASLTD.NS
002603,Shijiazhuang Yiling Pharmaceutical Co Ltd,0.0003%,Health Care,CN,"US$133,641.06","50,600",002603.SZ
002049,Unigroup Guoxin Microelectronics Co Ltd,0.0003%,Technology,CN,"US$137,068.21","12,739",002049.SZ
000807,Yunnan Aluminium Co Ltd,0.0003%,Basic Materials,CN,"US$134,874.34","38,600",000807.SZ
300223,Ingenic Semiconductor Co Ltd,0.0003%,Technology,CN,"US$131,416.97","11,700",300223.SZ
3116,Toyota Boshoku Corp,0.0003%,Consumer Discretionary,JP,"US$128,874.72","8,300",311690.KQ
8283,PALTAC Corp,0.0003%,Consumer Staples,JP,"US$129,509.77","4,300",8283.T
000825,Shanxi Taigang Stainless Steel Co Ltd,0.0003%,Basic Materials,CN,"US$130,599.31","230,800",000825.SZ
000959,Beijing Shougang Co Ltd,0.0003%,Basic Materials,CN,"US$129,860.87","221,200",000959.SZ
LIVEPOLC,El Puerto de Liverpool SAB de CV,0.0003%,Consumer Discretionary,MX,"US$131,667.31","23,800",LIVEPOLC-1.MX
