Holdings details

Total World Stock ETF (VT)


Equity,as of 11/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6107574,Formosa International Hotels Corp,2707,<0.01%,"Hotels, Resorts & Cruise Lines",TW,---,"$219,539.90","36,058"
,B1978V5,Emeco Holdings Ltd,EHL,<0.01%,Trading Companies & Distributors,AU,---,"$219,422.19","242,499"
,BQH7RB5,Qunabox Group Ltd,917,<0.01%,Advertising,HK,---,"$219,270.55","52,121"
,6538527,Summarecon Agung Tbk PT,SMRA,<0.01%,Real Estate Development,ID,---,"$219,168.80","9,447,166"
,BPDWRV7,Shanghai Highly Group Co Ltd,600619,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$218,949.21","70,900"
,BPRT9S5,Super Hi International Holding Ltd,9658,<0.01%,Restaurants,HK,---,"$218,908.50","117,900"
,6296557,Geo Holdings Corp,2681,<0.01%,Other Specialty Retail,JP,---,"$218,541.99","20,200"
,B0KS490,Sun International Ltd/South Africa,SUI,<0.01%,Casinos & Gaming,ZA,---,"$218,453.62","95,252"
,BD83186,HS Hyosung Advanced Materials Corp,298050,<0.01%,Commodity Chemicals,KR,---,"$218,335.80","1,626"
,BF0N865,M31 Technology Corp,6643,<0.01%,Semiconductors,TW,---,"$218,331.61","15,358"
,B1VV9V2,Sligro Food Group NV,SLIGR,<0.01%,Food Distributors,NL,---,"$218,220.82","19,031"
,BFZCT20,Sok Marketler Ticaret AS,SOKM,<0.01%,Food Retail,TR,---,"$217,950.48","201,164"
,B7648C2,VIP Industries Ltd,VIP,<0.01%,"Apparel, Accessories & Luxury Goods",IN,---,"$217,871.78","51,550"
,BLCD7F7,Shanghai Junshi Biosciences Co Ltd,688180,<0.01%,Biotechnology,CN,---,"$217,864.73","41,430"
,6028653,Ambassador Hotel/The,2704,<0.01%,"Hotels, Resorts & Cruise Lines",TW,---,"$217,857.02","157,000"
,B8NFWK1,Kuyumcukent Gayrimenkul Yatirimlari AS,KUYAS,<0.01%,Real Estate Development,TR,---,"$217,775.05","218,138"
,6196174,CSG Holding Co Ltd,200012,<0.01%,Construction Materials,CN,---,"$217,770.01","936,406"
,6657767,Okamoto Industries Inc,5122,<0.01%,Commodity Chemicals,JP,---,"$217,681.31","6,200"
,6307545,Elco Ltd,ELCO,<0.01%,Construction & Engineering,IL,---,"$217,483.50","4,366"
,B3P3PC1,Valor Estate Ltd,DBREALTY,<0.01%,Real Estate Development,IN,---,"$217,446.56","146,798"
,BP3RCH3,Ningbo Yunsheng Co Ltd,600366,<0.01%,Electronic Components,CN,---,"$217,435.87","117,000"
,BD5LRQ3,Shenzhen Capchem Technology Co Ltd,300037,<0.01%,Specialty Chemicals,CN,---,"$217,390.84","29,160"
,B01RWL4,Danal Co Ltd,064260,<0.01%,Transaction & Payment Processing Services,KR,---,"$217,378.80","45,980"
,6792431,SDI Corp,2351,<0.01%,Semiconductor Materials & Equipment,TW,---,"$217,207.62","85,000"
,6207139,Ichia Technologies Inc,2402,<0.01%,Electronic Components,TW,---,"$217,163.58","138,000"
,B1L0H71,First Real Estate Investment Trust,FIRT,<0.01%,Health Care REITs,SG,---,"$217,135.86","1,043,136"
,6771054,Samchully Co Ltd,004690,<0.01%,Gas Utilities,KR,---,"$217,085.63","2,630"
,BMFX892,Regal Partners Ltd,RPL,<0.01%,Asset Management & Custody Banks,AU,---,"$216,972.18","106,669"
,6496658,Komori Corp,6349,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$216,887.56","21,300"
,6600879,Maanshan Iron & Steel Co Ltd,323,<0.01%,Steel,HK,---,"$216,815.10","674,000"
,BYZ0SJ7,Vision Inc/Tokyo Japan,9416,<0.01%,Integrated Telecommunication Services,JP,---,"$216,785.45","26,000"
,BL3W4C9,LWSA SA,LWSA3,<0.01%,Internet Services & Infrastructure,BR,---,"$216,725.80","252,037"
,BLN9QR9,Sunac Services Holdings Ltd,1516,<0.01%,Real Estate Operating Companies,HK,---,"$216,578.06","1,099,055"
,BS0GX15,TVS Supply Chain Solutions Ltd/India,TVSSCS,<0.01%,Air Freight & Logistics,IN,---,"$216,552.37","177,181"
,6103367,Zyxel Group Corp,3704,<0.01%,Communications Equipment,TW,---,"$216,325.95","186,467"
,BD5C9S2,Shenzhen Batian Ecotypic Engineering Co Ltd,002170,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$216,307.91","126,800"
,BPDWT00,MotoMotion China Corp,301061,<0.01%,Home Furnishings,CN,---,"$216,143.74","14,700"
,BD5CL31,Anhui Zhongding Sealing Parts Co Ltd,000887,<0.01%,Tires & Rubber,CN,---,"$216,142.12","73,000"
,6483843,Katakura Industries Co Ltd,3001,<0.01%,Industrial Conglomerates,JP,---,"$215,978.48","10,700"
,B1P1GJ5,BH Co Ltd,090460,<0.01%,Electronic Components,KR,---,"$215,922.37","17,644"
,B0W1VM9,Berjaya Corp Bhd,BC,<0.01%,Industrial Conglomerates,MY,---,"$215,878.63","3,180,560"
,BD25NQ0,Guangdong Provincial Expressway Development Co Ltd,000429,<0.01%,Highways & Railtracks,CN,---,"$215,849.75","127,000"
,6740344,Nippon Coke & Engineering Co Ltd,3315,<0.01%,Coal & Consumable Fuels,JP,---,"$215,848.18","293,000"
,6264316,Delpha Construction Co Ltd,2530,<0.01%,Real Estate Operating Companies,TW,---,"$215,779.83","237,000"
,6354875,Daea TI Co Ltd,045390,<0.01%,Electronic Equipment & Instruments,KR,---,"$215,752.58","77,128"
,BD5M2C7,Zhejiang Hailiang Co Ltd,002203,<0.01%,Copper,CN,---,"$215,710.30","122,300"
,BRF5677,Websol Energy System Ltd,WESL,<0.01%,Semiconductors,IN,---,"$215,686.44","188,480"
,BMF7PB5,Cathay Biotech Inc,688065,<0.01%,Specialty Chemicals,CN,---,"$215,648.08","32,064"
,6246251,Hota Industrial Manufacturing Co Ltd,1536,<0.01%,Automotive Parts & Equipment,TW,---,"$215,615.31","116,940"
,BL0KWD3,Trident Ltd/India,TRID,<0.01%,Textiles,IN,---,"$215,547.31","679,166"
,6266301,Delek Automotive Systems Ltd,DLEA,<0.01%,Automotive Retail,IL,---,"$215,375.79","26,912.85"
,B03MRJ0,Dogus Otomotiv Servis ve Ticaret AS,DOAS,<0.01%,Automotive Retail,TR,---,"$215,345.27","50,702"
,B2QRR85,RITES Ltd,RITE,<0.01%,Research & Consulting Services,IN,---,"$215,269.74","80,897"
,BP3R6H1,Jishi Media Co Ltd,601929,<0.01%,Cable & Satellite,CN,---,"$215,253.73","394,100"
,B0VCJH4,Syncmold Enterprise Corp,1582,<0.01%,Electronic Components,TW,---,"$214,925.81","99,750"
,6713227,SBS Holdings Inc,2384,<0.01%,Air Freight & Logistics,JP,---,"$214,912.33","8,900"
,BYSS4Q7,Dfds A/S,DFDS,<0.01%,Marine Transportation,DK,---,"$214,908.43","15,232"
,BP3R4W2,Zhejiang Longsheng Group Co Ltd,600352,<0.01%,Specialty Chemicals,CN,---,"$214,633.88","144,900"
,B23DMP8,BANCO ABC BRASIL SA,ABCB4,<0.01%,Diversified Banks,BR,---,"$214,385.94","46,900"
,B00L819,PTC India Ltd,PTCIN,<0.01%,Independent Power Producers & Energy Traders,IN,---,"$214,309.14","121,115"
,BKTPM65,LOTTE Reit Co Ltd,330590,<0.01%,Retail REITs,KR,---,"$214,185.62","77,226"
,6660914,Optex Group Co Ltd,6914,<0.01%,Electronic Equipment & Instruments,JP,---,"$214,077.62","13,600"
,BD5CG70,Hangzhou GreatStar Industrial Co Ltd,002444,<0.01%,Household Appliances,CN,---,"$213,946.21","48,000"
,BNC3K41,Shenzhen CECport Technologies Co Ltd,001287,<0.01%,Technology Distributors,CN,---,"$213,889.22","67,500"
,B28XTQ3,Value Partners Group Ltd,806,<0.01%,Asset Management & Custody Banks,HK,---,"$213,863.80","688,000"
,BQV4PB8,Abacus Group,ABG,<0.01%,Office REITs,AU,---,"$213,863.56","272,036"
,BF2DZ17,Lingyuan Iron & Steel Co Ltd,600231,<0.01%,Steel,CN,---,"$213,743.97","665,300"
,6470306,Japan Pulp & Paper Co Ltd,8032,<0.01%,Trading Companies & Distributors,JP,---,"$213,615.71","44,000"
,6598004,Mochida Pharmaceutical Co Ltd,4534,<0.01%,Pharmaceuticals,JP,---,"$213,590.03","9,542"
,BNT8FB1,baudroie inc,4413,<0.01%,IT Consulting & Other Services,JP,---,"$213,380.39","12,605"
,BD97P41,X-Fab Silicon Foundries SE,XFAB,<0.01%,Semiconductors,FR,---,"$213,298.98","37,322"
,6651093,United Development Co QSC,UDCD,<0.01%,Real Estate Development,QA,---,"$213,282.73","853,995"
,BK71FT9,Qingdao Huicheng Environmental Technology Group Co Ltd,300779,<0.01%,Environmental & Facilities Services,CN,---,"$212,987.36","10,600"
,6893550,Tochigi Bank Ltd/The,8550,<0.01%,Regional Banks,JP,---,"$212,933.69","48,000"
,B7VB4G4,Broadleaf Co Ltd,3673,<0.01%,Application Software,JP,---,"$212,877.80","44,300"
,BP3RJ49,Tianjin Tianyao Pharmaceutical Co Ltd,600488,<0.01%,Pharmaceuticals,CN,---,"$212,875.39","346,700"
,6569442,Marudai Food Co Ltd,2288,<0.01%,Packaged Foods & Meats,JP,---,"$212,852.45","15,200"
,6186799,Chin-Poon Industrial Co Ltd,2355,<0.01%,Electronic Components,TW,---,"$212,840.70","214,000"
,BP3RDL4,Jiangxi Ganyue Expressway Co Ltd,600269,<0.01%,Highways & Railtracks,CN,---,"$212,750.36","284,900"
,BL61LC2,T&S Communications Co Ltd,300570,<0.01%,Communications Equipment,CN,---,"$212,734.74","14,100"
,BFY1TC8,TomTom NV,TOM2,<0.01%,Application Software,NL,---,"$212,706.50","34,247"
,BYZW440,Zhejiang Dingli Machinery Co Ltd,603338,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$212,660.33","26,634"
,BMF7MZ8,Jiang Su Suyan Jingshen Co Ltd,603299,<0.01%,Commodity Chemicals,CN,---,"$212,417.52","145,100"
,BL6CMF5,Sichuan Anning Iron and Titanium Co Ltd,002978,<0.01%,Diversified Metals & Mining,CN,---,"$212,384.09","47,800"
,BD5CJS2,Visual China Group Co Ltd,000681,<0.01%,Interactive Media & Services,CN,---,"$212,124.94","63,500"
,B03MQ15,Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret AS,BRSAN,<0.01%,Steel,TR,---,"$212,036.90","20,337"
,BP91NP4,Beijing Huafeng Test & Control Technology Co Ltd,688200,<0.01%,Semiconductor Materials & Equipment,CN,---,"$211,909.24","8,773"
,6993580,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd,600059,<0.01%,Distillers & Vintners,CN,---,"$211,761.14","162,100"
,BD5CKK1,Beijing Yanjing Brewery Co Ltd,000729,<0.01%,Brewers,CN,---,"$211,736.29","124,200"
,BP3R9K5,Maanshan Iron & Steel Co Ltd,600808,<0.01%,Steel,CN,---,"$211,668.53","382,200"
,5808845,Secunet Security Networks AG,YSN,<0.01%,IT Consulting & Other Services,DE,---,"$211,530.04",980
,BTG0DY1,Distribuidora Internacional de Alimentacion SA,DIA,<0.01%,Consumer Staples Merchandise Retail,ES,---,"$211,512.40","6,034"
,BZ3F5X4,Greenland Holdings Corp Ltd,600606,<0.01%,Real Estate Development,CN,---,"$211,465.91","862,700"
,BN2RBY0,LX Holdings Corp,383800,<0.01%,Industrial Conglomerates,KR,---,"$211,350.86","38,930"
,BP3RFM9,Beijing Teamsun Technology Co Ltd,600410,<0.01%,IT Consulting & Other Services,CN,---,"$211,296.34","77,400"
,6482378,Kameda Seika Co Ltd,2220,<0.01%,Packaged Foods & Meats,JP,---,"$211,050.32","8,049"
,BD5CJ15,Newland Digital Technology Co Ltd,000997,<0.01%,Application Software,CN,---,"$210,818.21","57,499"
,BRF3240,Guobo Electronics Co Ltd,688375,<0.01%,Semiconductors,CN,---,"$210,764.75","22,368"
,6136374,IDOM Inc,7599,<0.01%,Automotive Retail,JP,---,"$210,737.01","25,800"
,6433149,Airman Corp,6364,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$210,699.95","17,200"
,BD5CKB2,Shanxi Coking Coal Energy Group Co Ltd,000983,<0.01%,Coal & Consumable Fuels,CN,---,"$210,684.06","221,170"
,B0LNXC0,Shree Renuka Sugars Ltd,SHRS,<0.01%,Packaged Foods & Meats,IN,---,"$210,524.26","702,285"
,BMF7Q23,Hangzhou Iron & Steel Co,600126,<0.01%,Steel,CN,---,"$210,517.64","166,400"
,BP3RF18,Shanghai Chlor-Alkali Chemical Co Ltd,600618,<0.01%,Commodity Chemicals,CN,---,"$210,515.36","111,200"
,B1FXCV5,GMM Pfaudler Ltd,GMM,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$210,496.26","16,739"
,6346935,LG H&H-PRF,051905,<0.01%,Personal Care Products,KR,---,"$210,463.43","2,662"
,B03MWD9,LYDIA HOLDING AS,LYDHO,<0.01%,Real Estate Services,TR,---,"$210,442.30","51,367"
,BD5LVF0,Inner Mongolia Furui Medical Science Co Ltd,300049,<0.01%,Pharmaceuticals,CN,---,"$209,964.23","21,900"
,BN320D6,Qingdao Port International Co Ltd,6198,<0.01%,Marine Ports & Services,HK,---,"$209,628.14","224,000"
,6804529,Sinanen Holdings Co Ltd,8132,<0.01%,Oil & Gas Refining & Marketing,JP,---,"$209,373.75","4,800"
,BMVB2W1,Shandong Pharmaceutical Glass Co Ltd,600529,<0.01%,Health Care Supplies,CN,---,"$209,318.39","73,500"
,BMQBTS1,Changshu Tianyin Electromechanical Co Ltd,300342,<0.01%,Electrical Components & Equipment,CN,---,"$209,189.70","75,000"
,B1DRQC8,Mie Kotsu Group Holdings Inc,3232,<0.01%,Industrial Conglomerates,JP,---,"$209,088.24","60,000"
,BFCCQZ5,Nanjing Hanrui Cobalt Co Ltd,300618,<0.01%,Diversified Metals & Mining,CN,---,"$208,775.52","33,300"
,BL73BL6,CIMC Vehicles Group Co Ltd,301039,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$208,597.85","146,400"
,6200202,Asiana Airlines Inc,020560,<0.01%,Passenger Airlines,KR,---,"$208,577.99","37,193"
,BMF4RS7,Baoding Tianwei Baobian Electric Co Ltd,600550,<0.01%,Heavy Electrical Equipment,CN,---,"$208,469.14","154,200"
,BGSN864,Xinyi Energy Holdings Ltd,3868,<0.01%,Renewable Electricity,HK,---,"$208,433.61","1,372,200"
,6343798,IEI Integration Corp,3022,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$208,430.98","96,605"
,6896924,Torishima Pump Manufacturing Co Ltd,6363,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$208,306.16","17,000"
,6808123,Syarikat Takaful Malaysia Keluarga Bhd,STMB,<0.01%,Multi-line Insurance,MY,---,"$208,282.90","254,400"
,B6X51B1,TCI Co Ltd,8436,<0.01%,Personal Care Products,TW,---,"$208,208.90","56,022"
,BC43RR4,Ashoka Buildcon Ltd,ASBL,<0.01%,Construction & Engineering,IN,---,"$207,897.33","104,100"
,BYNKP98,China Resources Medical Holdings Co Ltd,1515,<0.01%,Health Care Facilities,HK,---,"$207,846.70","492,590"
,BD5C7R7,Shenzhen Laibao Hi-tech Co Ltd,002106,<0.01%,Electronic Components,CN,---,"$207,737.80","136,400"
,BD5LQX3,Nantong Jianghai Capacitor Co Ltd,002484,<0.01%,Electrical Components & Equipment,CN,---,"$207,678.98","53,800"
,6235936,Ananti Inc,025980,<0.01%,Leisure Facilities,KR,---,"$207,576.21","39,587"
,BMF7P71,Kingsemi Co Ltd,688037,<0.01%,Semiconductor Materials & Equipment,CN,---,"$207,301.35","11,692"
,BNZGQL6,HD Renewable Energy Co Ltd,6873,<0.01%,Renewable Electricity,TW,---,"$207,179.11","63,956"
,6049609,Arisawa Manufacturing Co Ltd,5208,<0.01%,Electronic Components,JP,---,"$207,044.36","19,000"
,6356246,Fuji Co Ltd/Ehime,8278,<0.01%,Food Retail,JP,---,"$206,961.73","15,400"
,B1XFXM1,Vulcabras SA,VULC3,<0.01%,Footwear,BR,---,"$206,869.81","53,500"
,6524474,Jumbo Interactive Ltd,JIN,<0.01%,Casinos & Gaming,AU,---,"$206,706.72","29,317"
,BNHPPR0,Hangzhou Honghua Digital Technology Stock Co Ltd,688789,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$206,518.97","18,882"
,6871073,Taiwan TEA Corp,2913,<0.01%,Packaged Foods & Meats,TW,---,"$206,450.29","469,000"
,B1Y3VL9,Koshidaka Holdings Co Ltd,2157,<0.01%,Leisure Facilities,JP,---,"$206,366.52","26,304"
,BD5CL97,Shenzhen Infogem Technologies Co Ltd,300085,<0.01%,Application Software,CN,---,"$206,261.86","36,900"
,BP91MT1,CNGR Advanced Material Co Ltd,300919,<0.01%,Electrical Components & Equipment,CN,---,"$206,234.40","34,580"
,B8CLHY9,Prosegur Cia de Seguridad SA,PSG,<0.01%,Security & Alarm Services,ES,---,"$206,136.63","62,000"
,6489636,Kenda Rubber Industrial Co Ltd,2106,<0.01%,Tires & Rubber,TW,---,"$206,112.00","319,203"
,BYV1VH3,Anhui Yingjia Distillery Co Ltd,603198,<0.01%,Distillers & Vintners,CN,---,"$205,578.53","34,500"
,B014JY7,THAICOM PCL-FOREIGN,THCOM/F,<0.01%,Alternative Carriers,TH,---,"$205,384.87","758,600"
,BP3RJG1,Ningbo Sanxing Medical Electric Co Ltd,601567,<0.01%,Electrical Components & Equipment,CN,---,"$205,360.78","64,100"
,6805179,Sinko Industries Ltd,6458,<0.01%,Building Products,JP,---,"$205,348.74","23,277"
,B80NSQ6,BFI Finance Indonesia Tbk PT,BFIN,<0.01%,Consumer Finance,ID,---,"$205,304.28","4,558,800"
,BD5LWN5,Shenzhen Fastprint Circuit Tech Co Ltd,002436,<0.01%,Electronic Components,CN,---,"$205,243.39","67,100"
,BQ1NLZ1,Anhui XDLK Microsystem Corp Ltd,688582,<0.01%,Electronic Equipment & Instruments,CN,---,"$205,204.92","24,163"
,BRJ9GH5,Zaggle Prepaid Ocean Services Ltd,ZAGGLE,<0.01%,Application Software,IN,---,"$205,191.55","46,683"
,BP3RHG7,Shanghai Tongji Science & Technology Industrial Co Ltd,600846,<0.01%,Construction & Engineering,CN,---,"$205,173.72","90,000"
,BRS6194,BANGKOK AIRWAYS-FOREIGN,BA/F,<0.01%,Passenger Airlines,TH,---,"$205,076.90","457,000"
,BD5CFR3,Shenyang Machine Tool Co Ltd,000410,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$205,072.54","194,400"
,BP3R648,Tsinghua Tongfang Co Ltd,600100,<0.01%,"Technology Hardware, Storage & Peripherals",CN,---,"$205,068.42","166,700"
,BSPVFM0,L1 Group Ltd,L1G,<0.01%,Asset Management & Custody Banks,AU,---,"$205,062.10","304,070"
,BQ3RQ89,Dajin Heavy Industry Co Ltd,002487,<0.01%,Heavy Electrical Equipment,CN,---,"$204,981.77","28,700"
,BZ0RTF3,Power Mech Projects Ltd,POWM,<0.01%,Construction & Engineering,IN,---,"$204,959.40","7,679"
,B0LWKV5,Agthia Group PJSC,AGTHIA,<0.01%,Packaged Foods & Meats,AE,---,"$204,779.79","186,549"
,B1FQ7Y2,LK Technology Holdings Ltd,558,<0.01%,Industrial Machinery & Supplies & Components,HK,---,"$204,657.83","474,002"
,6661519,Oriental Union Chemical Corp,1710,<0.01%,Commodity Chemicals,TW,---,"$204,570.99","528,000"
,BWT3K58,Andes Technology Corp,6533,<0.01%,Semiconductors,TW,---,"$204,521.99","22,658"
,BD5M2G1,Ninestar Corp,002180,<0.01%,"Technology Hardware, Storage & Peripherals",CN,---,"$204,400.09","77,500"
,BPJJ4M2,Aarti Pharmalabs Ltd,AARTIPHA,<0.01%,Pharmaceuticals,IN,---,"$204,337.46","25,956"
,B4347P0,Grand Korea Leisure Co Ltd,114090,<0.01%,Casinos & Gaming,KR,---,"$204,269.76","20,689"
,BP91M79,Shenzhen Zhaowei Machinery & Electronic Co Ltd,003021,<0.01%,Electrical Components & Equipment,CN,---,"$204,195.44","13,680"
,B6X8NL4,ESSA Industries Indonesia Tbk PT,ESSA,<0.01%,Industrial Gases,ID,---,"$204,108.67","5,478,700"
,BL61W96,Suzhou Maxwell Technologies Co Ltd,300751,<0.01%,Semiconductor Materials & Equipment,CN,---,"$203,833.01","12,006"
,B1G16Z0,Riverstone Holdings Ltd,RSTON,<0.01%,Health Care Supplies,SG,---,"$203,766.79","320,000"
,B11YBV5,Crombie Real Estate Investment Trust,CRR-U,<0.01%,Retail REITs,CA,---,"$203,505.93","18,419"
,B6R2S06,Jastrzebska Spolka Weglowa SA,JSW,<0.01%,Steel,PL,---,"$203,465.01","31,151"
,BLC7SH8,Shenzhen Minglida Precision Technology Co Ltd,301268,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$203,444.47","71,100"
,5978630,Komax Holding AG,KOMN,<0.01%,Industrial Machinery & Supplies & Components,CH,---,"$203,384.82","2,676"
,6294498,ASKUL Corp,2678,<0.01%,Broadline Retail,JP,---,"$203,377.02","22,200"
,BNM0989,Schweiter Technologies AG,SWTQ,<0.01%,Building Products,CH,---,"$203,336.31",619
,BGSCL06,Relaxo Footwears Ltd,RLXF,<0.01%,Footwear,IN,---,"$203,295.27","44,286"
,4754972,Deutsche EuroShop AG,DEQ,<0.01%,Real Estate Operating Companies,DE,---,"$203,266.15","9,463"
,BK4XS77,Zhejiang Sanmei Chemical Industry Co Ltd,603379,<0.01%,Commodity Chemicals,CN,---,"$203,133.20","27,500"
,BD5M0H8,Hunan Valin Steel Co Ltd,000932,<0.01%,Steel,CN,---,"$202,820.95","257,000"
,BNR4M76,Northking Information Technology Co Ltd,002987,<0.01%,IT Consulting & Other Services,CN,---,"$202,806.75","74,200"
,6055877,Sichuan Expressway Co Ltd,107,<0.01%,Highways & Railtracks,HK,---,"$202,650.36","292,000"
,BL0KWK0,Tyro Payments Ltd,TYR,<0.01%,Transaction & Payment Processing Services,AU,---,"$202,546.53","293,049"
,BP3R477,Guangzhou Automobile Group Co Ltd,601238,<0.01%,Automobile Manufacturers,CN,---,"$202,380.64","154,100"
,6498007,Krosaki Harima Corp,5352,<0.01%,Construction Materials,JP,---,"$202,327.44","7,600"
,BQZCC28,Nippon Kanzai Holdings Co Ltd,9347,<0.01%,Environmental & Facilities Services,JP,---,"$202,278.52","11,300"
,6314006,Radium Life Tech Co Ltd,2547,<0.01%,Diversified Real Estate Activities,TW,---,"$202,266.39","592,735"
,BKP87H4,Xiangcai Co Ltd,600095,<0.01%,Investment Banking & Brokerage,CN,---,"$202,151.38","126,300"
,BFM1K61,Raksul Inc,4384,<0.01%,Commercial Printing,JP,---,"$201,989.73","24,500"
,B03MRP6,EIS Eczacibasi Ilac ve Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS,ECILC,<0.01%,Personal Care Products,TR,---,"$201,846.57","92,674"
,BMVB500,JA Solar Technology Co Ltd,002459,<0.01%,Semiconductors,CN,---,"$201,679.73","117,899"
,B53YZC0,LX Semicon Co Ltd,108320,<0.01%,Semiconductors,KR,---,"$201,531.82","5,715"
,BP3RM28,Henan Yuguang Gold & Lead Co Ltd,600531,<0.01%,Diversified Metals & Mining,CN,---,"$201,507.44","128,300"
,BLG3883,Sjova-Almennar Tryggingar hf,SJOVA,<0.01%,Multi-line Insurance,IS,---,"$201,322.02","604,301"
,6084503,Sunplus Technology Co Ltd,2401,<0.01%,Semiconductors,TW,---,"$201,207.36","310,000"
,BL58R37,StarPower Semiconductor Ltd,603290,<0.01%,Semiconductors,CN,---,"$201,125.00","15,020"
,BD5LZM5,Shenzhen Jieshun Science And Technology Industry Co Ltd,002609,<0.01%,Electronic Equipment & Instruments,CN,---,"$201,099.54","148,100"
,BD5CFK6,Guizhou Xinbang Pharmaceutical Co Ltd,002390,<0.01%,Pharmaceuticals,CN,---,"$201,051.65","376,400"
,BMGSWD8,Railtel Corp of India Ltd,RAILTEL,<0.01%,Alternative Carriers,IN,---,"$201,010.38","52,839"
,BN7RMD1,Medlive Technology Co Ltd,2192,<0.01%,Health Care Technology,HK,---,"$200,951.70","152,500"
,BYV1QH8,Jiangsu Etern Co Ltd,600105,<0.01%,Communications Equipment,CN,---,"$200,860.99","85,900"
,B05N274,Triveni Engineering & Industries Ltd,TRE,<0.01%,Packaged Foods & Meats,IN,---,"$200,621.28","50,317"
,BD5CP73,Western Securities Co Ltd,002673,<0.01%,Investment Banking & Brokerage,CN,---,"$200,413.13","176,322"
,B1QGV49,eGuarantee Inc,8771,<0.01%,Specialized Finance,JP,---,"$200,409.34","17,600"
,BD6QWS4,Shenzhen YUTO Packaging Technology Co Ltd,002831,<0.01%,Paper & Plastic Packaging Products & Materials,CN,---,"$200,328.08","46,200"
,6431381,Sporton International Inc,6146,<0.01%,Research & Consulting Services,TW,---,"$200,149.30","39,446"
